CustomerID,Recency,Frequency,Monetary,AvgOrderValue,Tenure,ProductDiversity,R_Score,F_Score,M_Score,RFM_Score,Segment
15355,29,2,277.05,138.525,23,9,4.0,2.0,2.0,8.0,Potential Loyalists
15356,31,10,2766.5,276.65,336,215,4.0,5.0,5.0,14.0,Champions
15358,5,29,8234.8,283.95862068965516,360,292,5.0,5.0,5.0,15.0,Champions
15360,40,1,427.93,427.93,0,13,3.0,1.0,2.0,6.0,Recent Customers
15361,362,1,418.92,418.92,0,7,1.0,1.0,2.0,4.0,Hibernating
15363,241,2,318.05,159.025,131,16,1.0,2.0,2.0,5.0,Hibernating
15364,96,2,913.19,456.595,158,29,2.0,2.0,4.0,8.0,At Risk
15365,26,9,1330.45,147.82777777777778,289,66,4.0,5.0,4.0,13.0,Champions
15366,75,2,602.51,301.255,282,37,2.0,2.0,3.0,7.0,At Risk
15367,57,5,1867.69,373.538,218,92,3.0,4.0,4.0,11.0,Loyal Customers
15368,21,1,446.94000000000005,446.94000000000005,0,4,4.0,1.0,2.0,7.0,Potential Loyalists
15369,144,1,-1592.49,-1592.49,0,1,2.0,1.0,1.0,4.0,Hibernating
15370,41,8,2360.55,295.06875,291,65,3.0,5.0,5.0,13.0,Champions
15372,137,1,2007.3999999999999,2007.3999999999999,0,27,2.0,1.0,5.0,8.0,At Risk
15373,8,13,2213.11,170.23923076923077,363,74,5.0,5.0,5.0,15.0,Champions
15374,129,1,168.0,168.0,0,3,2.0,1.0,1.0,4.0,Hibernating
15376,40,3,1233.3600000000001,411.11999999999995,182,100,3.0,3.0,4.0,10.0,Loyal Customers
15379,169,8,3631.8900000000003,453.98625,189,145,2.0,5.0,5.0,12.0,Champions
15380,9,6,1682.3600000000001,280.3933333333334,356,22,5.0,4.0,4.0,13.0,Champions
15381,214,2,596.85,298.42499999999995,54,8,1.0,2.0,3.0,6.0,At Risk
15382,15,8,5927.86,740.9825,280,193,4.0,5.0,5.0,14.0,Champions
15384,170,3,635.76,211.92,202,35,2.0,3.0,3.0,8.0,At Risk
15385,40,1,316.88,316.88,0,12,3.0,1.0,2.0,6.0,Recent Customers
15386,186,1,394.14,394.14,0,31,1.0,1.0,2.0,4.0,Hibernating
15388,270,1,140.54,140.54,0,10,1.0,1.0,1.0,3.0,Hibernating
15389,172,1,500.0,500.0,0,1,2.0,1.0,3.0,6.0,At Risk
15392,5,5,1515.73,303.146,355,74,5.0,4.0,4.0,13.0,Champions
15393,16,2,231.86,115.93,264,10,4.0,2.0,1.0,7.0,Potential Loyalists
15394,10,4,2183.54,545.885,348,54,5.0,4.0,5.0,14.0,Champions
15395,326,1,107.45,107.45,0,7,1.0,1.0,1.0,3.0,Hibernating
15396,113,1,288.18,288.18,0,14,2.0,1.0,2.0,5.0,Hibernating
15397,290,1,94.0,94.0,0,6,1.0,1.0,1.0,3.0,Hibernating
15398,16,3,1339.63,446.54333333333335,62,60,4.0,3.0,4.0,11.0,Loyal Customers
15399,1,3,815.77,271.92333333333335,77,45,5.0,3.0,3.0,11.0,Loyal Customers
15400,92,6,666.7,111.11666666666667,186,10,2.0,4.0,3.0,9.0,Loyal Customers
15402,149,2,626.77,313.385,47,35,2.0,2.0,3.0,7.0,At Risk
15405,189,1,349.1,349.1,0,8,1.0,1.0,2.0,4.0,Hibernating
15406,18,4,426.61,106.65249999999999,282,51,4.0,4.0,2.0,10.0,Loyal Customers
15407,34,4,1056.44,264.11,271,142,3.0,4.0,4.0,11.0,Loyal Customers
15408,264,1,267.18,267.18,0,34,1.0,1.0,2.0,4.0,Hibernating
15410,84,8,3450.84,431.355,177,48,2.0,5.0,5.0,12.0,Champions
15411,26,5,1346.38,269.276,156,86,4.0,4.0,4.0,12.0,Champions
15412,171,1,190.53,190.53,0,10,2.0,1.0,1.0,4.0,Hibernating
15414,10,3,774.9000000000001,258.3,232,37,5.0,3.0,3.0,11.0,Loyal Customers
15415,313,1,572.8100000000001,572.8100000000001,0,46,1.0,1.0,3.0,5.0,At Risk
15416,65,5,3974.37,794.874,218,165,3.0,4.0,5.0,12.0,Champions
15417,85,1,508.8,508.8,0,28,2.0,1.0,3.0,6.0,At Risk
15419,25,1,135.86,135.86,0,8,4.0,1.0,1.0,6.0,Potential Loyalists
15421,59,4,950.36,237.59,251,40,3.0,4.0,4.0,11.0,Loyal Customers
15422,323,2,97.7,48.85,0,6,1.0,2.0,1.0,4.0,Hibernating
15423,38,1,43.5,43.5,0,2,3.0,1.0,1.0,5.0,Recent Customers
15424,254,2,383.34,191.67000000000002,0,17,1.0,2.0,2.0,5.0,Hibernating
15426,19,7,1429.9,204.27142857142857,350,222,4.0,5.0,4.0,13.0,Champions
15427,33,3,1483.14,494.37999999999994,13,233,3.0,3.0,4.0,10.0,Loyal Customers
15428,15,1,93.78,93.78,0,6,4.0,1.0,1.0,6.0,Potential Loyalists
15429,27,3,364.90000000000003,121.63333333333333,48,77,4.0,3.0,2.0,9.0,Loyal Customers
15432,23,1,171.19,171.19,0,10,4.0,1.0,1.0,6.0,Potential Loyalists
15433,79,3,417.87,139.29,188,40,2.0,3.0,2.0,7.0,Hibernating
15434,8,6,997.48,166.24666666666667,191,40,5.0,4.0,4.0,13.0,Champions
15435,22,1,149.29,149.29,0,29,4.0,1.0,1.0,6.0,Potential Loyalists
15436,12,3,1122.53,374.1766666666667,221,243,4.0,3.0,4.0,11.0,Loyal Customers
15437,262,1,200.16,200.16,0,44,1.0,1.0,1.0,3.0,Hibernating
15438,131,1,156.57999999999998,156.57999999999998,0,25,2.0,1.0,1.0,4.0,Hibernating
15440,55,3,383.68,127.89333333333333,154,50,3.0,3.0,2.0,8.0,Recent Customers
15442,249,1,594.0,594.0,0,2,1.0,1.0,3.0,5.0,At Risk
15443,2,8,3212.16,401.52,318,237,5.0,5.0,5.0,15.0,Champions
15444,9,2,1418.26,709.1299999999999,31,191,5.0,2.0,4.0,11.0,Loyal Customers
15445,264,1,113.5,113.5,0,5,1.0,1.0,1.0,3.0,Hibernating
15447,331,1,155.17,155.17,0,9,1.0,1.0,1.0,3.0,Hibernating
15448,313,1,494.64,494.64,0,28,1.0,1.0,3.0,5.0,At Risk
15449,26,5,971.22,194.244,235,47,4.0,4.0,4.0,12.0,Champions
15450,30,1,429.84,429.84,0,30,4.0,1.0,2.0,7.0,Potential Loyalists
15452,30,3,538.73,179.57666666666668,234,47,4.0,3.0,3.0,10.0,Loyal Customers
15453,2,7,1388.37,198.3385714285714,185,169,5.0,5.0,4.0,14.0,Champions
15454,362,1,179.1,179.1,0,23,1.0,1.0,1.0,3.0,Hibernating
15456,283,3,447.22,149.07333333333335,75,48,1.0,3.0,2.0,6.0,Hibernating
15457,262,1,237.07,237.07,0,56,1.0,1.0,2.0,4.0,Hibernating
15458,25,1,161.64,161.64,0,7,4.0,1.0,1.0,6.0,Potential Loyalists
15460,354,1,216.76,216.76,0,53,1.0,1.0,1.0,3.0,Hibernating
15462,94,3,234.6,78.2,92,9,2.0,3.0,1.0,6.0,Hibernating
15463,29,1,126.14,126.14,0,7,4.0,1.0,1.0,6.0,Potential Loyalists
15464,338,1,1048.85,1048.85,0,155,1.0,1.0,4.0,6.0,At Risk
15465,20,24,6945.0199999999995,289.37583333333333,349,43,4.0,5.0,5.0,14.0,Champions
15466,85,1,334.53,334.53,0,56,2.0,1.0,2.0,5.0,Hibernating
15467,9,4,511.88,127.97,142,41,5.0,4.0,3.0,12.0,Champions
15468,35,5,438.46,87.69200000000001,325,25,3.0,4.0,2.0,9.0,Loyal Customers
15469,43,4,504.5,126.125,77,24,3.0,4.0,3.0,10.0,Loyal Customers
15471,2,1,469.48,469.48,0,67,5.0,1.0,3.0,9.0,Loyal Customers
15472,113,1,371.56,371.56,0,76,2.0,1.0,2.0,5.0,Hibernating
15473,14,10,1465.2,146.52,46,4,4.0,5.0,4.0,13.0,Champions
15475,77,1,454.10999999999996,454.10999999999996,0,29,2.0,1.0,2.0,5.0,Hibernating
15478,40,2,1441.42,720.71,16,34,3.0,2.0,4.0,9.0,Loyal Customers
15480,116,1,905.5,905.5,0,45,2.0,1.0,3.0,6.0,At Risk
15482,16,16,6568.72,410.54499999999996,343,46,4.0,5.0,5.0,14.0,Champions
15483,161,4,233.81,58.4525,105,74,2.0,4.0,1.0,7.0,Hibernating
15484,1,5,3563.11,712.6220000000001,77,135,5.0,4.0,5.0,14.0,Champions
15485,30,3,2575.0,858.3333333333334,343,59,4.0,3.0,5.0,12.0,Champions
15488,93,1,91.32000000000001,91.32000000000001,0,2,2.0,1.0,1.0,4.0,Hibernating
15489,23,4,1090.03,272.5075,188,47,4.0,4.0,4.0,12.0,Champions
15491,95,7,3090.85,441.55,140,108,2.0,5.0,5.0,12.0,Champions
15492,28,2,659.4599999999999,329.73,46,32,4.0,3.0,3.0,10.0,Loyal Customers
15493,33,7,1967.25,281.0357142857143,238,177,3.0,5.0,4.0,12.0,Champions
15494,21,2,1299.23,649.615,99,120,4.0,3.0,4.0,11.0,Loyal Customers
15497,18,3,1259.7,419.90000000000003,302,13,4.0,3.0,4.0,11.0,Loyal Customers
15498,1,35,12396.46,354.1845714285714,366,362,5.0,5.0,5.0,15.0,Champions
15500,8,4,1131.56,282.89,73,64,5.0,4.0,4.0,13.0,Champions
15502,16,23,5541.46,240.93304347826088,353,164,4.0,5.0,5.0,14.0,Champions
15503,363,1,147.09,147.09,0,66,1.0,1.0,1.0,3.0,Hibernating
15504,81,1,52.83,52.83,0,13,2.0,1.0,1.0,4.0,Hibernating
15505,53,7,3497.14,499.5914285714286,102,90,3.0,5.0,5.0,13.0,Champions
15506,23,3,979.26,326.42,116,121,4.0,3.0,4.0,11.0,Loyal Customers
15507,172,1,492.36,492.36,0,41,2.0,1.0,3.0,6.0,At Risk
15508,189,6,1000.27,166.71166666666667,46,78,1.0,4.0,4.0,9.0,Loyal Customers
15510,331,1,250.0,250.0,0,1,1.0,1.0,2.0,4.0,Hibernating
15511,12,5,909.23,181.846,73,117,4.0,4.0,3.0,11.0,Loyal Customers
15512,156,2,121.0,60.5,203,7,2.0,3.0,1.0,6.0,Hibernating
15513,31,22,14520.08,660.0036363636364,342,183,4.0,5.0,5.0,14.0,Champions
15514,12,13,2963.19,227.93769230769232,352,96,4.0,5.0,5.0,14.0,Champions
15516,45,3,62.43,20.81,1,15,3.0,3.0,1.0,7.0,Recent Customers
15517,233,1,267.03,267.03,0,27,1.0,1.0,2.0,4.0,Hibernating
15518,64,13,1911.89,147.06846153846155,268,136,3.0,5.0,4.0,12.0,Champions
15520,2,1,343.5,343.5,0,18,5.0,1.0,2.0,8.0,Potential Loyalists
15521,36,13,2574.65,198.05,218,117,3.0,5.0,5.0,13.0,Champions
15522,33,2,398.84,199.42,54,47,3.0,3.0,2.0,8.0,Recent Customers
15523,84,1,412.01000000000005,412.01000000000005,0,10,2.0,1.0,2.0,5.0,Hibernating
15524,25,1,440.0,440.0,0,1,4.0,1.0,2.0,7.0,Potential Loyalists
15525,2,4,811.02,202.755,371,133,5.0,4.0,3.0,12.0,Champions
15526,33,2,148.44,74.22,0,4,3.0,3.0,1.0,7.0,Recent Customers
15527,19,10,2348.82,234.882,335,128,4.0,5.0,5.0,14.0,Champions
15528,254,1,229.33,229.33,0,26,1.0,1.0,1.0,3.0,Hibernating
15529,23,12,3967.78,330.64833333333337,343,415,4.0,5.0,5.0,14.0,Champions
15530,22,4,1502.35,375.5875,225,90,4.0,4.0,4.0,12.0,Champions
15531,8,2,2007.44,1003.72,22,196,5.0,3.0,5.0,13.0,Champions
15532,25,6,1517.08,252.8466666666667,332,205,4.0,4.0,4.0,12.0,Champions
15533,19,5,746.92,149.384,69,73,4.0,4.0,3.0,11.0,Loyal Customers
15535,173,7,459.9,65.7,192,55,2.0,5.0,2.0,9.0,Loyal Customers
15537,163,1,110.92,110.92,0,24,2.0,1.0,1.0,4.0,Hibernating
15539,7,1,538.46,538.46,0,41,5.0,1.0,3.0,9.0,Loyal Customers
15540,11,1,213.3,213.3,0,15,5.0,1.0,1.0,7.0,Potential Loyalists
15541,114,1,85.13000000000001,85.13000000000001,0,29,2.0,1.0,1.0,4.0,Hibernating
15543,288,1,127.86,127.86,0,26,1.0,1.0,1.0,3.0,Hibernating
15544,9,11,3542.51,322.04636363636365,363,122,5.0,5.0,5.0,15.0,Champions
15545,54,2,292.71999999999997,146.36,316,78,3.0,3.0,2.0,8.0,Recent Customers
15547,7,14,4954.84,353.9171428571429,354,441,5.0,5.0,5.0,15.0,Champions
15549,77,4,1655.76,413.94,239,104,2.0,4.0,4.0,10.0,Loyal Customers
15550,4,4,575.63,143.9075,297,43,5.0,4.0,3.0,12.0,Champions
15551,37,1,436.06,436.06,0,29,3.0,1.0,2.0,6.0,Recent Customers
15552,217,1,90.12,90.12,0,17,1.0,1.0,1.0,3.0,Hibernating
15553,60,1,437.23,437.23,0,51,3.0,1.0,2.0,6.0,Recent Customers
15554,278,1,217.2,217.2,0,14,1.0,1.0,1.0,3.0,Hibernating
15555,12,20,4758.2,237.91,357,404,4.0,5.0,5.0,14.0,Champions
15556,24,1,279.77,279.77,0,31,4.0,1.0,2.0,7.0,Potential Loyalists
15557,29,1,473.65000000000003,473.65000000000003,0,16,4.0,1.0,3.0,8.0,Potential Loyalists
15561,12,5,722.74,144.548,203,27,4.0,4.0,3.0,11.0,Loyal Customers
15562,352,1,134.55,134.55,0,1,1.0,1.0,1.0,3.0,Hibernating
15563,9,7,1319.69,188.52714285714282,349,88,5.0,5.0,4.0,14.0,Champions
15565,50,2,173.16,86.58000000000001,20,8,3.0,3.0,1.0,7.0,Recent Customers
15567,19,1,186.01,186.01,0,7,4.0,1.0,1.0,6.0,Potential Loyalists
15568,3,3,758.29,252.76333333333332,70,27,5.0,3.0,3.0,11.0,Loyal Customers
15569,104,5,1375.71,275.142,228,27,2.0,4.0,4.0,10.0,Loyal Customers
15570,7,13,4109.97,316.1515384615385,362,232,5.0,5.0,5.0,15.0,Champions
15571,12,4,650.4300000000001,162.60750000000002,66,47,4.0,4.0,3.0,11.0,Loyal Customers
15572,5,7,2552.86,364.69428571428574,273,166,5.0,5.0,5.0,15.0,Champions
15573,32,2,607.45,303.725,53,88,4.0,3.0,3.0,10.0,Loyal Customers
15574,178,4,702.25,175.5625,194,131,2.0,4.0,3.0,9.0,Loyal Customers
15576,38,1,940.6700000000001,940.6700000000001,0,43,3.0,1.0,4.0,8.0,Recent Customers
15577,151,3,258.88,86.29333333333334,154,39,2.0,3.0,2.0,7.0,Hibernating
15578,162,1,127.1,127.1,0,13,2.0,1.0,1.0,4.0,Hibernating
15579,69,2,348.6,174.3,245,45,3.0,3.0,2.0,8.0,Recent Customers
15581,121,14,3429.9700000000003,244.99785714285716,245,134,2.0,5.0,5.0,12.0,Champions
15582,25,3,682.9100000000001,227.63666666666668,195,39,4.0,3.0,3.0,10.0,Loyal Customers
15584,24,5,722.61,144.522,138,89,4.0,4.0,3.0,11.0,Loyal Customers
15585,177,1,455.3,455.3,0,31,2.0,1.0,2.0,5.0,Hibernating
15587,50,4,913.6800000000001,228.42,301,3,3.0,4.0,4.0,11.0,Loyal Customers
15589,253,4,456.58,114.145,58,28,1.0,4.0,2.0,7.0,Hibernating
15590,289,1,-30.19,-30.19,0,1,1.0,1.0,1.0,3.0,Hibernating
15592,47,1,388.58,388.58,0,24,3.0,1.0,2.0,6.0,Recent Customers
15593,71,1,199.8,199.8,0,5,3.0,1.0,1.0,5.0,Recent Customers
15594,16,6,1767.53,294.5883333333333,218,85,4.0,4.0,4.0,12.0,Champions
15596,101,9,1343.34,149.26,264,51,2.0,5.0,4.0,11.0,Loyal Customers
15597,30,2,315.71999999999997,157.85999999999999,5,22,4.0,3.0,2.0,9.0,Loyal Customers
15598,35,3,235.68,78.56,17,14,3.0,3.0,2.0,8.0,Recent Customers
15599,27,2,761.74,380.87,177,50,4.0,3.0,3.0,10.0,Loyal Customers
15601,11,17,6745.36,396.78588235294114,361,230,5.0,5.0,5.0,15.0,Champions
15602,8,15,1083.63,72.242,359,31,5.0,5.0,4.0,14.0,Champions
15603,79,1,48.480000000000004,48.480000000000004,0,2,2.0,1.0,1.0,4.0,Hibernating
15604,52,1,216.39,216.39,0,17,3.0,1.0,1.0,5.0,Recent Customers
15605,36,5,1198.23,239.64600000000002,337,61,3.0,4.0,4.0,11.0,Loyal Customers
15606,57,11,2422.64,220.23999999999998,267,51,3.0,5.0,5.0,13.0,Champions
15607,337,1,104.76,104.76,0,13,1.0,1.0,1.0,3.0,Hibernating
15608,28,4,1093.68,273.42,92,59,4.0,4.0,4.0,12.0,Champions
15609,183,2,270.03000000000003,135.01500000000001,1,16,1.0,3.0,2.0,6.0,Hibernating
15610,52,1,112.46000000000001,112.46000000000001,0,6,3.0,1.0,1.0,5.0,Recent Customers
15611,10,15,1568.39,104.55933333333334,325,23,5.0,5.0,4.0,14.0,Champions
15612,36,2,195.15,97.575,25,4,3.0,3.0,1.0,7.0,Recent Customers
15615,10,27,10360.04,383.70518518518514,348,185,5.0,5.0,5.0,15.0,Champions
15618,33,5,747.031,149.40619999999998,103,39,3.0,4.0,3.0,10.0,Loyal Customers
15619,11,1,336.40000000000003,336.40000000000003,0,3,5.0,1.0,2.0,8.0,Potential Loyalists
15620,50,6,1524.4,254.06666666666663,308,92,3.0,4.0,4.0,11.0,Loyal Customers
15621,4,6,1158.77,193.12833333333333,17,11,5.0,4.0,4.0,13.0,Champions
15622,3,16,3224.53,201.53312499999998,279,169,5.0,5.0,5.0,15.0,Champions
15623,141,1,301.03,301.03,0,19,2.0,1.0,2.0,5.0,Hibernating
15624,117,4,588.13,147.0325,139,26,2.0,4.0,3.0,9.0,Loyal Customers
15625,100,8,1504.56,188.07,135,44,2.0,5.0,4.0,11.0,Loyal Customers
15626,75,2,675.8,337.9,254,49,2.0,3.0,3.0,8.0,At Risk
15628,5,10,2865.64,286.564,362,85,5.0,5.0,5.0,15.0,Champions
15630,45,3,1180.4,393.4666666666667,159,57,3.0,3.0,4.0,10.0,Loyal Customers
15632,16,10,3147.31,314.731,259,107,4.0,5.0,5.0,14.0,Champions
15634,17,1,243.55,243.55,0,15,4.0,1.0,2.0,7.0,Potential Loyalists
15636,90,2,724.76,362.38,192,20,2.0,3.0,3.0,8.0,At Risk
15637,53,1,223.36,223.36,0,15,3.0,1.0,1.0,5.0,Recent Customers
15638,301,1,-94.0,-94.0,0,2,1.0,1.0,1.0,3.0,Hibernating
15639,134,1,425.32,425.32,0,25,2.0,1.0,2.0,5.0,Hibernating
15640,4,17,12433.34,731.3729411764706,367,241,5.0,5.0,5.0,15.0,Champions
15641,105,4,1887.2,471.80000000000007,253,102,2.0,4.0,4.0,10.0,Loyal Customers
15643,179,6,647.4,107.89999999999999,103,31,2.0,4.0,3.0,9.0,Loyal Customers
15644,166,4,813.0,203.25,94,166,2.0,4.0,3.0,9.0,Loyal Customers
15645,19,1,612.01,612.01,0,50,4.0,1.0,3.0,8.0,Potential Loyalists
15646,158,4,425.14000000000004,106.28500000000001,214,35,2.0,4.0,2.0,8.0,Hibernating
15648,204,4,599.9,149.975,62,24,1.0,4.0,3.0,8.0,At Risk
15649,336,2,816.0,408.0,31,1,1.0,3.0,3.0,7.0,At Risk
15651,37,3,646.3,215.4333333333333,223,27,3.0,3.0,3.0,9.0,Loyal Customers
15652,91,1,337.74,337.74,0,21,2.0,1.0,2.0,5.0,Hibernating
15653,93,2,877.4399999999999,438.71999999999997,23,4,2.0,3.0,3.0,8.0,At Risk
15654,9,2,922.53,461.265,16,15,5.0,3.0,4.0,12.0,Champions
15655,233,2,511.32,255.65999999999997,10,34,1.0,3.0,3.0,7.0,At Risk
15656,45,4,748.5,187.125,238,46,3.0,4.0,3.0,10.0,Loyal Customers
15657,23,1,30.0,30.0,0,1,4.0,1.0,1.0,6.0,Potential Loyalists
15658,190,8,958.9,119.8625,182,40,1.0,5.0,4.0,10.0,Loyal Customers
15659,44,1,306.45,306.45,0,11,3.0,1.0,2.0,6.0,Recent Customers
15660,25,12,1552.01,129.33416666666668,340,55,4.0,5.0,4.0,13.0,Champions
15661,317,2,309.8,154.89999999999998,21,4,1.0,3.0,2.0,6.0,Hibernating
15663,106,1,138.14,138.14,0,9,2.0,1.0,1.0,4.0,Hibernating
15664,51,2,358.63,179.315,308,19,3.0,3.0,2.0,8.0,Recent Customers
15665,168,2,2242.01,1121.005,74,92,2.0,3.0,5.0,10.0,Loyal Customers
15667,40,1,301.32,301.32,0,13,3.0,1.0,2.0,6.0,Recent Customers
15668,218,1,76.32000000000001,76.32000000000001,0,1,1.0,1.0,1.0,3.0,Hibernating
15669,40,5,677.69,135.538,223,31,3.0,4.0,3.0,10.0,Loyal Customers
15670,297,1,173.05,173.05,0,12,1.0,1.0,1.0,3.0,Hibernating
15671,19,10,2635.4900000000002,263.54900000000004,252,52,4.0,5.0,5.0,14.0,Champions
15673,88,4,2881.02,720.255,238,107,2.0,4.0,5.0,11.0,Loyal Customers
15674,73,8,1744.02,218.00250000000003,181,88,2.0,5.0,4.0,11.0,Loyal Customers
15675,81,3,323.69,107.89666666666666,198,20,2.0,3.0,2.0,7.0,Hibernating
15676,9,5,3324.09,664.818,274,191,5.0,4.0,5.0,14.0,Champions
15677,49,1,657.23,657.23,0,33,3.0,1.0,3.0,7.0,Recent Customers
15678,53,1,352.7,352.7,0,12,3.0,1.0,2.0,6.0,Recent Customers
15679,24,4,781.28,195.32,158,98,4.0,4.0,3.0,11.0,Loyal Customers
15680,9,3,1333.68,444.56,356,61,5.0,3.0,4.0,12.0,Champions
15681,18,6,946.36,157.72666666666666,261,32,4.0,4.0,4.0,12.0,Champions
15683,117,1,193.75,193.75,0,10,2.0,1.0,1.0,4.0,Hibernating
15687,9,11,2981.5,271.04545454545456,321,119,5.0,5.0,5.0,15.0,Champions
15689,120,2,254.1,127.05,241,8,2.0,3.0,2.0,7.0,Hibernating
15690,4,2,239.76,119.88,96,19,5.0,3.0,2.0,10.0,Loyal Customers
15691,252,1,136.8,136.8,0,2,1.0,1.0,1.0,3.0,Hibernating
15692,28,1,191.04,191.04,0,12,4.0,1.0,1.0,6.0,Potential Loyalists
15694,1,15,6423.6,428.24,372,42,5.0,5.0,5.0,15.0,Champions
15695,267,2,409.98,204.99,0,22,1.0,3.0,2.0,6.0,Hibernating
15696,33,12,2644.46,220.37166666666667,293,140,3.0,5.0,5.0,13.0,Champions
15699,18,1,309.65,309.65,0,18,4.0,1.0,2.0,7.0,Potential Loyalists
15700,172,3,664.03,221.34333333333333,1,85,2.0,3.0,3.0,8.0,At Risk
15701,2,4,1542.14,385.53499999999997,108,193,5.0,4.0,4.0,13.0,Champions
15703,265,1,211.5,211.5,0,5,1.0,1.0,1.0,3.0,Hibernating
15704,140,4,2293.62,573.405,75,79,2.0,4.0,5.0,11.0,Loyal Customers
15705,201,1,143.1,143.1,0,6,1.0,1.0,1.0,3.0,Hibernating
15706,60,7,1001.8100000000001,143.1157142857143,56,50,3.0,5.0,4.0,12.0,Champions
15707,35,4,945.58,236.39499999999998,51,126,3.0,4.0,4.0,11.0,Loyal Customers
15708,41,11,3329.7200000000003,302.7018181818182,329,124,3.0,5.0,5.0,13.0,Champions
15709,284,1,133.25,133.25,0,6,1.0,1.0,1.0,3.0,Hibernating
15712,9,5,1072.3600000000001,214.47200000000004,278,41,5.0,4.0,4.0,13.0,Champions
15713,143,3,346.75,115.58333333333333,222,18,2.0,3.0,2.0,7.0,Hibernating
15714,12,2,330.88,165.44,66,34,4.0,3.0,2.0,9.0,Loyal Customers
15716,146,4,1118.81,279.7025,223,101,2.0,4.0,4.0,10.0,Loyal Customers
15717,234,1,150.3,150.3,0,7,1.0,1.0,1.0,3.0,Hibernating
15719,33,14,5043.96,360.28285714285715,304,299,3.0,5.0,5.0,13.0,Champions
15720,24,1,598.73,598.73,0,128,4.0,1.0,3.0,8.0,Potential Loyalists
15721,12,1,507.08,507.08,0,80,4.0,1.0,3.0,8.0,Potential Loyalists
15722,36,6,2181.21,363.535,254,47,3.0,4.0,5.0,12.0,Champions
15723,365,1,203.1,203.1,0,37,1.0,1.0,1.0,3.0,Hibernating
15724,201,3,212.3,70.76666666666667,83,11,1.0,3.0,1.0,5.0,Hibernating
15725,15,1,415.25,415.25,0,32,4.0,1.0,2.0,7.0,Potential Loyalists
15727,17,7,5178.96,739.8514285714285,342,213,4.0,5.0,5.0,14.0,Champions
15728,49,1,-134.8,-134.8,0,4,3.0,1.0,1.0,5.0,Recent Customers
15729,198,2,62.0,31.0,14,5,1.0,3.0,1.0,5.0,Hibernating
15730,66,4,1108.38,277.095,140,68,3.0,4.0,4.0,11.0,Loyal Customers
15732,212,2,294.12,147.06,159,13,1.0,3.0,2.0,6.0,Hibernating
15733,283,1,162.3,162.3,0,10,1.0,1.0,1.0,3.0,Hibernating
15734,115,2,1339.45,669.7250000000001,85,25,2.0,3.0,4.0,9.0,Loyal Customers
15737,15,12,1121.21,93.43416666666667,228,60,4.0,5.0,4.0,13.0,Champions
15738,19,19,4788.77,252.0405263157895,353,46,4.0,5.0,5.0,14.0,Champions
15739,66,1,449.12,449.12,0,8,3.0,1.0,2.0,6.0,Recent Customers
15740,49,1,154.88,154.88,0,9,3.0,1.0,1.0,5.0,Recent Customers
15743,16,4,784.46,196.115,168,59,4.0,4.0,3.0,11.0,Loyal Customers
15744,78,1,34.8,34.8,0,3,2.0,1.0,1.0,4.0,Hibernating
15745,9,6,1071.24,178.54,227,57,5.0,4.0,4.0,13.0,Champions
15746,134,2,182.96,91.48,0,28,2.0,3.0,1.0,6.0,Hibernating
15747,13,3,974.04,324.68,160,52,4.0,3.0,4.0,11.0,Loyal Customers
15748,40,1,149.31,149.31,0,19,3.0,1.0,1.0,5.0,Recent Customers
15749,235,4,21535.9,5383.975,97,6,1.0,4.0,5.0,10.0,Loyal Customers
15750,3,9,2451.23,272.3588888888889,364,214,5.0,5.0,5.0,15.0,Champions
15752,40,8,2628.93,328.61625000000004,333,236,3.0,5.0,5.0,13.0,Champions
15753,305,1,79.2,79.2,0,1,1.0,1.0,1.0,3.0,Hibernating
15754,51,4,455.67,113.9175,195,24,3.0,4.0,2.0,9.0,Loyal Customers
15755,1,8,2318.88,289.86,293,127,5.0,5.0,5.0,15.0,Champions
15756,61,4,532.96,133.24,187,160,3.0,4.0,3.0,10.0,Loyal Customers
15757,66,2,714.42,357.21000000000004,152,43,3.0,3.0,3.0,9.0,Loyal Customers
15758,25,1,205.25,205.25,0,9,4.0,1.0,1.0,6.0,Potential Loyalists
15759,218,3,253.04,84.34666666666668,139,5,1.0,3.0,2.0,6.0,Hibernating
15762,65,2,583.75,291.875,12,37,3.0,3.0,3.0,9.0,Loyal Customers
15763,32,3,1048.67,349.5566666666667,45,58,4.0,3.0,4.0,11.0,Loyal Customers
15764,81,10,3245.47,324.547,195,150,2.0,5.0,5.0,12.0,Champions
15766,64,1,315.06,315.06,0,11,3.0,1.0,2.0,6.0,Recent Customers
15768,116,4,581.8299999999999,145.45749999999998,110,24,2.0,4.0,3.0,9.0,Loyal Customers
15769,7,29,51823.72,1787.024827586207,363,26,5.0,5.0,5.0,15.0,Champions
15773,6,1,635.6800000000001,635.6800000000001,0,10,5.0,1.0,3.0,9.0,Loyal Customers
15774,69,1,270.8,270.8,0,25,3.0,1.0,2.0,6.0,Recent Customers
15775,245,1,104.9,104.9,0,7,1.0,1.0,1.0,3.0,Hibernating
15776,133,1,241.62,241.62,0,18,2.0,1.0,2.0,5.0,Hibernating
15777,241,5,1021.61,204.32199999999997,120,18,1.0,4.0,4.0,9.0,Loyal Customers
15780,184,3,475.28000000000003,158.42666666666668,174,26,1.0,3.0,3.0,7.0,At Risk
15781,25,4,333.56,83.39,280,20,4.0,4.0,2.0,10.0,Loyal Customers
